gene_id	gene_name	.T0.s1	.T0.s2	.T0.s3	.T96.s4	.T96.s5	.T96.s6
ENSG00000218359	SUMO2P13	2	1	0	2	6	2
ENSG00000218363	SLC25A20P1	0	2	0	4	1	1
ENSG00000218410	ENSG00000218410	0	2	0	4	0	0
ENSG00000218416	GPC1-AS1	3.997	9.997	7.438	7	7	7
ENSG00000218418	ENSG00000218418	175.996	208.101	180.847	116.936	155.011	174.681
ENSG00000218424	NDUFS5P1	1	0	2	4	2	1
ENSG00000218426	ENSG00000218426	500.646	547.554	379.474	320.794	317.172	435.875
ENSG00000218428	NIP7P3	0	0	1	0	1	4
ENSG00000218454	HNRNPA1P19	0	0	0	0	0	1
ENSG00000218459	RPS27P15	3	0	0	0	0	0
ENSG00000218472	RPS25P7	20.046	52.178	22.027	22.035	19	25.078
ENSG00000218475	ACTG1P18	9	20.496	22	26	22	25.852
ENSG00000218476	RPL6P18	2	5	0	2	0	1.487
ENSG00000218483	ENSG00000218483	0	2	0	0	0	2
ENSG00000218490	FCF1P10	4	2	1	1	6	1
ENSG00000218499	ENSG00000218499	0	1	0	6	2	2
ENSG00000218502	H2AZP3	4.039	8.019	5.517	2.151	6.026	7.378
ENSG00000218510	LINC00339	37	50	60	30.28	41.234	38.067
ENSG00000218512	SPTLC1P2	0	0	0	0	0	0
ENSG00000218520	ENSG00000218520	0	0	1	0	0	0
ENSG00000218521	ENSG00000218521	1	0	0	2	5	4
ENSG00000218536	ENSG00000218536	2	0	0	3	0	1
ENSG00000218537	MIF-AS1	1	4	2	184.936	8.353	6
ENSG00000218549	OR4K12P	0	0	0	3.957	0	0
ENSG00000218561	ENSG00000218561	0	2	5	1	0	0
ENSG00000218565	ENSG00000218565	28	32.056	30.84	28	21.99	34
ENSG00000218574	HNRNPA1P37	1.118	5.01	11.958	2.469	6.825	3.513
ENSG00000218577	ANKRD18FP	0	0	1	0	1	0
ENSG00000218582	GAPDHP63	241.304	267.318	221.747	190.237	209.598	236.256
ENSG00000218586	ENSG00000218586	145.56	156.097	120.961	89.128	236.443	94.58
ENSG00000218596	ENSG00000218596	115.015	130.217	101.126	73.071	64.937	76.173
ENSG00000218617	ENSG00000218617	2	0	3	0	0	0
ENSG00000218631	ENSG00000218631	0	0	0	0	2	1
ENSG00000218632	RPL7P28	0	1.001	2	9.001	1.006	0
ENSG00000218643	RPL5P20	10	17.204	10.113	13	6	4.011
ENSG00000218672	LINC03010	0	1.942	0	5	1	1
ENSG00000218676	BRD7P4	4.331	3.018	5.807	2.024	5	2.442
ENSG00000218682	ENSG00000218682	16.798	4	4	7.4	4	5.874
ENSG00000218689	RPL5P21	0	1.178	5	3	1	4
ENSG00000218690	H2AC10P	0	0	0	0	0	0
ENSG00000218698	ST13P16	1.001	0	0	2	0	1.003
ENSG00000218713	ENSG00000218713	12	9	8	14	5	4
ENSG00000218716	RPL12P23	9.877	7.602	25.806	20.173	14.16	23.054
ENSG00000218725	B3GALNT2P1	1	1	1	4	1	4
ENSG00000218728	KRT18P44	10	3.663	1.04	29.88	5.64	1.259
ENSG00000218730	ENSG00000218730	1	0	1	2	1	0
ENSG00000218732	ENSG00000218732	35.662	21.955	16.901	17.712	19	22.909
ENSG00000218739	CEBPZOS	7	9	1	4	2	0
ENSG00000218748	DBIP1	0	1	0	0	0	1
ENSG00000218749	RPL36P9	2	6	11	0	4	5
ENSG00000218754	RPL18AP8	1	2	0	3	1	1
ENSG00000218757	ENSG00000218757	0	6	0	1.986	7	6
ENSG00000218766	ENSG00000218766	0	0	2	0	0	0
ENSG00000218772	FAM8A6P	6.076	0	2	4.075	0	1.006
ENSG00000218776	MTATP6P31	33	21	37	42.83	25	43.668
ENSG00000218792	HSPD1P16	1	0	1.003	0	1	0
ENSG00000218793	ENSG00000218793	4	0	0	0	1	0
ENSG00000218803	GSTM2P1	14.551	20.166	10.996	25.613	19.996	16
ENSG00000218806	ENSG00000218806	0	1	4	4	0	0
ENSG00000218809	ENSG00000218809	2	2	0	1	0	0
ENSG00000218813	ENSG00000218813	3	4	10	3	1	4
ENSG00000218819	TDRD15	7	6	8	11	7	9
ENSG00000218823	PAPOLB	19	14.009	9.184	17.016	28.41	16
ENSG00000218834	ENSG00000218834	0	0	0	0	0	0
ENSG00000218839	FAM138C	0	0	0	0	0	0
ENSG00000218857	ENSG00000218857	10	17.062	22.831	10.02	4	5
ENSG00000218868	CNN3P1	12	9	8	3	11	7.783
ENSG00000218870	SLC25A6P6	3	2	0	0	1	0
ENSG00000218872	ENSG00000218872	0	0	0	0	0	0
ENSG00000218890	NUFIP1P1	59.381	69.431	57.625	33.9	24.421	47.784
ENSG00000218891	ZNF579	170.243	227.247	207.871	243.422	207.035	253.628
ENSG00000218893	SUMO2P12	2	4	4	2	2	0
ENSG00000218896	TUBB8P2	7	8	9	7	12.947	11.977
ENSG00000218902	PTMAP3	12.034	5.035	9.053	4.016	6.036	7.043
ENSG00000218965	NACAP7	11.007	16	5.032	5	8.077	9.015
ENSG00000218976	IMPDH1P9	5	13.617	21.171	13.526	6.658	14.168
ENSG00000218980	FTH1P15	0	0	1.002	0	0	2.02
ENSG00000218986	ANKRD39P1	2	2	0	6	2	2.002
ENSG00000218991	CCNG1P1	4	11	3	4	7	8.105
ENSG00000218996	ARL4AP5	0	2.778	2.176	1.444	3.085	0
ENSG00000219023	ENSG00000219023	0	3.083	5	4.165	3.007	1
ENSG00000219027	RPS3AP2	24	26	19	15.002	24	26
ENSG00000219039	ENSG00000219039	215.232	256.158	170.896	99.552	75.983	136.586
ENSG00000219061	TRIM51FP	27	28.731	23	33	29.468	29.678
ENSG00000219073	CELA3B	0	0.879	0	9.215	2	2
ENSG00000219074	SOD1P1	13.6	26.928	7	11.498	14	9.929
ENSG00000219085	NPM1P37	219.215	319.334	193.981	131.942	145.327	144.93
ENSG00000219087	MTND4LP19	1	0	0	0	0	0
ENSG00000219088	ENSG00000219088	10	18	8	7	7	4.181
ENSG00000219095	DHFRP6	0	2	2	1	0	0
ENSG00000219102	HNRNPA3P12	10.084	15.477	16.918	10.023	4.052	10.22
ENSG00000219133	RPL21P19	22.935	29.141	7.924	20.848	5.653	9.59
ENSG00000219135	RPL23AP48	5.055	9	0	0	0	1
ENSG00000219139	TYMSP1	9	9	1	0	10	6
ENSG00000219146	RPS4XP8	16.473	11.196	7.991	13.084	13.044	20.408
ENSG00000219149	PPIAP87	11.943	8.123	16	7.201	14.864	7.744
ENSG00000219150	ENSG00000219150	2	0.966	0	0	0	1.896
ENSG00000219159	ENSG00000219159	5.146	9	3	13	16	8.001
ENSG00000219163	HMGB1P20	3	4	5	0	0	1
ENSG00000219186	FTH1P19	0	0	1	2	0	1
ENSG00000219188	CACYBPP3	4	13	5	22	9	5
ENSG00000219190	ENSG00000219190	0	2	0	0	0	0
ENSG00000219200	RNASEK	211.388	274.116	222.843	171.034	154.283	197.489
ENSG00000219201	ENSG00000219201	131.245	148.957	124.964	66.403	83.743	84.276
ENSG00000219222	RPL12P47	0	0	1	0	0	0
ENSG00000219240	ENSG00000219240	41.825	68.801	48.055	36.243	44.43	39.37
ENSG00000219249	AMZ2P2	17.25	35.368	14.108	32.476	56.59	39.908
ENSG00000219253	RPS6P7	0	3	0	5	1.001	1
ENSG00000219257	NPM1P38	1	7.008	6.006	2.458	3.002	1
ENSG00000219262	OR2E1P	0	0	0	1	0	2
ENSG00000219273	ENSG00000219273	6	19.091	21	8	7	8
ENSG00000219274	RPS20P2	0	6.157	6.007	5.708	4.099	4.025
ENSG00000219280	VN1R8P	0	3	2	2	2	1
ENSG00000219284	ENSG00000219284	0	0	0	2	0	0
ENSG00000219294	PIP5K1P1	14.001	24.051	21.455	22.401	15.873	30.307
ENSG00000219297	MRPL42P3	0	0	0	0	0	1
ENSG00000219298	ENSG00000219298	0	2	3.697	2	0	0
ENSG00000219302	ENSG00000219302	2	0	0	1	0	1
ENSG00000219314	ESDP1	0	0	0	3	2	0
ENSG00000219329	ENSG00000219329	15.445	23.417	26.315	14.198	10.14	6.126
ENSG00000219355	RPL31P52	0	1	0	0	0	0
ENSG00000219361	RPSAP72	4	29	3	4	2	7
ENSG00000219368	ZNF299P	6.022	24	9	11	5.342	16.241
ENSG00000219375	ENSG00000219375	10	11	10	8	7	5
ENSG00000219384	ENSG00000219384	0	0	4	0	0	0
ENSG00000219387	ATF1P1	5	0	10	8	1	6
ENSG00000219391	ENSG00000219391	0	1.021	0	0	0	0
ENSG00000219392	ZNF602P	9	20.313	7	11.84	3.249	14.634
ENSG00000219395	HSPA8P15	97	115.064	111	85	111.009	68.012
ENSG00000219404	NGRNP4	9	10	2	4	0	2
ENSG00000219409	ENSG00000219409	1	2	0	0	1	1
ENSG00000219410	ENSG00000219410	13	10	12	75.936	7.152	4.969
ENSG00000219430	MBL3P	0	2	0	9	0	0
ENSG00000219433	BTBD10P2	1	7	5	2	1	2
ENSG00000219435	CATSPERZ	3.539	13.063	2.315	2.757	6.091	5.802
ENSG00000219438	TAFA5	18.913	28.999	18	26.823	28.163	14.683
ENSG00000219445	ENSG00000219445	2	0	0	5	1	1
ENSG00000219451	RPL23P8	405.564	503.546	372.278	270.031	292.262	386.71
ENSG00000219453	ENSG00000219453	1	0	3	0	1	0
ENSG00000219463	RPSAP42	25	39	30	27.977	21	24
ENSG00000219470	ENSG00000219470	148.534	183.169	162.809	129.182	140.484	136.72
ENSG00000219481	NBPF1	63.523	65.515	52	85.607	95.662	86.957
ENSG00000219487	ENSG00000219487	42	22.098	35.999	8.479	10.106	14.197
ENSG00000219491	TPT1P8	0	0	0	0	0	0
ENSG00000219492	ENSG00000219492	1.225	5.138	2	0	0	0
ENSG00000219500	ENSG00000219500	1	0	1	1	0	4
ENSG00000219507	FTH1P8	93.138	114.643	75.592	139.277	125.663	107.381
ENSG00000219529	ENSG00000219529	14	16.789	11.454	15.03	26.391	19.734
ENSG00000219532	SELENOKP2	0	0	0	3.104	1.007	2
ENSG00000219545	UMAD1	21	21.266	16	17.975	28	18.725
ENSG00000219547	RPL17P25	16.382	25.935	3.359	10.946	9.297	11.516
ENSG00000219549	ENSG00000219549	0	0	0	2	0	0
ENSG00000219553	ENSG00000219553	1	3	0	2	0	1
ENSG00000219559	ENSG00000219559	0	3.034	2.007	3.013	3.035	2.339
ENSG00000219565	ZPR1P1	74.055	75.116	76.624	50.945	52.431	61.058
ENSG00000219575	NGRNP2	0	1	4	1	0	3
ENSG00000219582	HNRNPA1P58	1.018	1.179	0	1	0.955	0
ENSG00000219592	NCSTNP1	0	1	0	0	0	0
ENSG00000219604	ENSG00000219604	2	0	1	1	0	0
ENSG00000219607	PPP1R3G	8	17	1	15.07	3	11.575
ENSG00000219608	HIGD1AP16	0	7.445	0	0	11.208	4.714
ENSG00000219619	ENSG00000219619	7	4.355	0	0	4	3
ENSG00000219622	ENSG00000219622	1	2	0	1	0	2
ENSG00000219626	FAM228B	5	5	4	10.082	2	3
ENSG00000219627	CYCSP17	0	0	0	0	0	0
ENSG00000219642	BMPR1AP1	53.475	64.607	16.931	17.782	20.234	29.809
ENSG00000219653	GCNT1P4	0	0	0	0	0	0
ENSG00000219665	ZNF433-AS1	6	8.311	2	10.677	6	6.345
ENSG00000219666	ENSG00000219666	4	3	4	0	0	1
ENSG00000219669	BECN1P2	1	9	4	0	0	1
ENSG00000219681	ENSG00000219681	0	0	1	0	1	0
ENSG00000219682	ENSG00000219682	2.227	5.726	7.714	2.283	7.59	8.32
ENSG00000219693	FGF7P8	0	0	0	0	0	5.94
ENSG00000219699	ENSG00000219699	17.677	19.242	19.151	10.359	13.277	8.174
ENSG00000219700	PTCHD3P3	2	4	5	6.497	2	2
ENSG00000219702	ENSG00000219702	2.003	0	2	12	8	4
ENSG00000219703	RAP1BP3	0	0	0	0	0	0
ENSG00000219712	MARK2P18	9	4	9	5	9	2.562
ENSG00000219722	RPL26P20	0	0	0	0	0	0
ENSG00000219736	NUP50P4	5.171	4.999	1	3	6	2
ENSG00000219738	CD83P1	11	12.923	10.655	3.248	36.64	4.698
ENSG00000219747	RPL32P16	96.399	88.645	82.655	80.489	75.198	85.053
ENSG00000219755	ENSG00000219755	0	5.55	0	1.448	0	0
ENSG00000219757	ENSG00000219757	8	17.292	15	13.001	2	8
ENSG00000219758	ENSG00000219758	10.201	7.01	7.007	6	2.039	7
ENSG00000219770	VN1R11P	2	1	0	1	0	1
ENSG00000219773	RPSAP45	9.491	7.002	0	0	0	3.163
ENSG00000219776	RPL21P67	14	206.918	182	146	256.982	182.058
ENSG00000219784	ENSG00000219784	0	0	0	0	1	1
ENSG00000219790	OSTCP6	1	0	0	1.107	0	1
ENSG00000219797	PPIAP9	1190.283	1544.695	1311.776	931.915	963.04	1137.331
ENSG00000219806	ATP5PBP6	9	33.567	35.145	14	18.976	12.003
ENSG00000219807	ARF1P1	33	37	20	14	9	16
ENSG00000219814	RPL23AP47	0	0	0	0	0	0
ENSG00000219863	RPL31P28	84.949	152.686	84.173	58.456	44.034	88.688
ENSG00000219867	ENSG00000219867	6	6	2	12	4	9.648
ENSG00000219870	BRK1P1	1	0	0	0	0	2
ENSG00000219881	GAPDHP42	0	0	0	3	0	0
ENSG00000219891	ZSCAN12P1	0	3.016	6	0	0	5
ENSG00000219902	RPL35P3	1	0	3	4	2	4
ENSG00000219926	OR7E104P	0	0	0	0	0	1
ENSG00000219928	ENSG00000219928	373.689	353.603	327.75	219.991	288.513	338.887
ENSG00000219930	GAPDHP67	0	0	0	1	0	0
ENSG00000219932	RPL12P8	23.828	40.664	11.18	32.91	29.66	22.847
ENSG00000219940	SPTLC1P3	0	0	0	3	0	0
ENSG00000219941	KRT18P50	6	1	0	5	5	0
ENSG00000219951	ENSG00000219951	513.33	582.535	489.112	404.813	501.1	505.735
ENSG00000219986	BTF3P7	20.295	22.2	18.007	13.623	4.055	13.196
ENSG00000219992	ENSG00000219992	3	0	0	2	3	3
ENSG00000219993	RPS26P29	1	1	0	0	0	0
ENSG00000220008	LINGO3	48.189	68	38.272	54.779	66.15	46.083
ENSG00000220030	ENSG00000220030	0	0	0	0	0	0
ENSG00000220069	RPL7P27	131.898	188.222	113.147	105.804	130.379	112.111
ENSG00000220076	ENSG00000220076	0	0	0	0	0	0
ENSG00000220091	LAP3P1	0	0	2	0	0	0
ENSG00000220105	ENSG00000220105	15.976	18.428	11.998	19	17.551	19
ENSG00000220110	RPL21P64	0	0	0	0	0	0
ENSG00000220113	MTCYBP4	3	3.958	7.014	8.481	14.001	2
ENSG00000220125	MRPL32P1	0	0	1	0	0	0
ENSG00000220130	ENSG00000220130	0	0	0	1	1	0
ENSG00000220131	ENSG00000220131	1	3	1	3	1.002	1
ENSG00000220132	CPSF1P2	3	7	1	18	1	5.999
ENSG00000220139	ENSG00000220139	0	0	0	0	0	0
ENSG00000220154	ENSG00000220154	4	1	0	5	0	0
ENSG00000220157	HNRNPA1P12	427.94	505.001	455.146	207.368	222.844	240.714
ENSG00000220161	LINC02076	1.238	8	4.035	4.1	0	5.726
ENSG00000220181	MTRES1P1	0	2	3	0	0	0
ENSG00000220184	HMGB3P18	1	0	0	1	0	0
ENSG00000220201	ZGLP1	0	2.591	6	10	8	1.963
ENSG00000220204	ENSG00000220204	1	0	0	0	2	0
ENSG00000220205	VAMP2	274.463	332.471	257.819	179.526	202.969	221.438
ENSG00000220212	OR4F1P	0	195.959	0	0	0	0
ENSG00000220237	RPS24P12	1	0	1	3	1	0
ENSG00000220240	ENSG00000220240	0	0	0	1	2.616	3
ENSG00000220248	ZNF402P	5.651	0	4.093	1.441	2.146	0
ENSG00000220256	ENSG00000220256	17.549	26	7.898	13.999	8	19.001
ENSG00000220267	ACTBP8	34.926	42.364	25.018	7.344	13.053	10.083
ENSG00000220291	ENSG00000220291	2	5.985	1	6.022	0	4
ENSG00000220305	HNRNPH1P1	4	0	0	1	0	2
ENSG00000220311	RPL35AP18	0	0	0	1	1	0
ENSG00000220323	H2BC19P	161.166	172.37	139.297	26.896	59.372	40.157
ENSG00000220326	ENSG00000220326	1	0	0	0	0	0
ENSG00000220340	MTCO1P56	0	0	0	0	0	0
ENSG00000220343	PPIAP74	205.494	174.372	159.208	132.424	104.77	147.48
ENSG00000220347	H3P28	7	2	1	3	7.031	4
ENSG00000220349	ENSG00000220349	0	7	2	9	5	2
ENSG00000220370	ENSG00000220370	1	1	0	0	0	0
ENSG00000220377	GSTA8P	0	0	1	0	2	0
ENSG00000220378	KRT8P42	78.579	81.666	68	53.34	66.884	79.829
ENSG00000220392	FCF1P5	3	2	0	1	1	0
ENSG00000220412	PTPN11P3	6.14	5.026	12	6.048	9	6
ENSG00000220418	TUBB3P1	113.471	126.387	92.773	75.968	47.388	66.379
ENSG00000220446	ENSG00000220446	0	0	0	0	0	0
ENSG00000220447	ENSG00000220447	27.882	43.051	20.868	34	32.898	26
ENSG00000220472	RPS3P4	524.669	644.686	477.206	500.566	514.311	574.502
ENSG00000220483	SLC25A51P1	5	3.005	8	3.007	12.121	3.237
ENSG00000220494	YAP1P1	0	2.247	0	12.008	0	7
ENSG00000220505	EIF4EBP2P3	0	0	0	0	0	0
ENSG00000220506	ENSG00000220506	0	1	1	0	0	2
ENSG00000220514	MTND4LP20	0	0	0	0	0	0
ENSG00000220515	PGAM1P10	8.025	10.121	8.01	6	4	5.078
ENSG00000220517	ASS1P1	13	14.115	10	18	27.545	37.439
ENSG00000220522	ENSG00000220522	4	16.001	5.934	8	8	6.397
ENSG00000220537	ENSG00000220537	1	2	3	3	1	0
ENSG00000220540	ENSG00000220540	0	0	0	1	0	1
ENSG00000220541	PPIHP2	0	4	6	3	1	2
ENSG00000220553	RPL5P19	0	2	0	0	4	0
ENSG00000220556	ENSG00000220556	0	0	0	0	1	0
ENSG00000220557	HMGB1P13	5	5.001	3	5.008	3.007	2.023
ENSG00000220563	PKMP3	36.698	30.986	24.356	21.724	22.031	26.777
ENSG00000220575	HTR5A-AS1	10	14	5	18.771	10	19.286
ENSG00000220581	VN1R12P	0	2	0	0	3.518	2
ENSG00000220583	RPL35P2	192.356	289.064	227.129	136.883	140.412	162.714
ENSG00000220585	DDX18P6	21.453	7.933	4.686	13.348	5.661	5.371
ENSG00000220586	TUBBP9	4.816	28.59	9.193	16.068	18.55	18.04
ENSG00000220598	SSR1P1	1	5	4	4	0	1
ENSG00000220600	ENSG00000220600	2	0	1	0	0	0
ENSG00000220614	ENSG00000220614	9	6.809	8	12	4	6
ENSG00000220635	KRASP1	29.654	9	29.115	10	10.251	13
ENSG00000220643	ENSG00000220643	5	0	0	0	0	4
ENSG00000220660	ENSG00000220660	9.813	29.007	4.039	13.989	14.041	14
ENSG00000220666	RCC2P7	38.017	59.525	48.173	40.199	37.634	38.529
ENSG00000220685	TFB2MP1	131.998	227.418	80	42	150	162
ENSG00000220694	RPL17P23	0	1	0	6	0	3.046
ENSG00000220695	ENSG00000220695	2.006	4.044	3.046	3.001	1.013	3
ENSG00000220702	ENSG00000220702	0	0	0	0	0	1
ENSG00000220721	OR1F12P	10	6	1	5	1	7
ENSG00000220725	ENSG00000220725	0	0	1	1	1	0
ENSG00000220730	H3P27	0	0	1	0	0	0
ENSG00000220733	MTND3P20	0	0	0	0	3	0
ENSG00000220734	ENSG00000220734	2	0	0	0	1	0
ENSG00000220739	ENSG00000220739	3	10	3	4	4	9.998
ENSG00000220744	RPL5P18	1	4.001	1	5.923	0	0
ENSG00000220745	C11orf98P2	0	2	1	1.014	2	0
ENSG00000220748	ISG20L2P1	39.95	41.924	50.986	31.234	36.227	31.302
ENSG00000220749	RPL21P28	0	1.21	3.92	0	0	0
ENSG00000220758	VN1R10P	0	0	0	0	0	0
ENSG00000220771	BOLA2P3	2	0	0	0	0	0
ENSG00000220773	RPSAP44	8.856	3.004	6	2.005	3.733	2
ENSG00000220785	MTMR9LP	0	0	0	0	0	0
ENSG00000220793	RPL21P119	0	0	0	0	0	0
ENSG00000220804	LINC01881	1.699	0	0	0	0	0
ENSG00000220831	NDUFA5P9	2.997	0	2	0	1	2
ENSG00000220842	RPL21P16	85.16	132.452	76.973	72.761	62.778	80.159
ENSG00000220848	RPS18P9	3.636	5.745	0	15.577	22.92	5.348
ENSG00000220867	HSPE1P26	0	0	0	0	0	0
ENSG00000220868	MRPL35P1	14	14	9	13.139	12	11
ENSG00000220871	DNAJC19P6	0	0	0	0	0	0
ENSG00000220875	H3C9P	2.043	3.097	1.035	0	2.067	1.015
ENSG00000220884	MESTP1	52.797	60.981	71.985	20.008	37.806	42.978
ENSG00000220891	LL22NC03-63E9.3	2	4	4	4	4	3
ENSG00000220908	LINC02531	1	1	0	9.002	1	0
ENSG00000220913	ENSG00000220913	12	20	24	12.899	17	18
ENSG00000220918	ENSG00000220918	0	0	0	0	0	0
ENSG00000220920	ENSG00000220920	0	0	0	3	1	0
ENSG00000220924	OSTCP4	0	0	0	0	0	0
ENSG00000220925	IGBP1-AS2	0	0	0	0	0	0
ENSG00000220937	HNRNPA1P41	0	0	1	0	7	1
ENSG00000220948	TRIM51G	4.181	6.129	0	3	5.089	0
ENSG00000220949	ENSG00000220949	4.009	5	1	1	5	7
ENSG00000220960	ENSG00000220960	0	1.032	0	0	1	0
ENSG00000220986	ENSG00000220986	0	0	0	0	0	0
ENSG00000220988	SNORD88C	12.979	18.944	7	45.611	98.01	40.97
ENSG00000221015	RNU6ATAC29P	0	0	0	0	0	0
ENSG00000221017	MIR1323	0	0	0	0	0	0
ENSG00000221023	RNU6ATAC19P	0	0	0	0	0	0
ENSG00000221025	MIR1250	0	0	0	0	0	0
ENSG00000221028	MIR1231	0	0	0	0	0	0
ENSG00000221031	ENSG00000221031	1	0	0	0.913	0	0
ENSG00000221033	MIR1272	0	0	0	0	0	0
ENSG00000221036	MIR1193	0	0	0	0	1	0
ENSG00000221038	RNU6ATAC7P	0	0	0	0	0	0
ENSG00000221039	MIR1286	0	0	0	0	0	0
ENSG00000221040	U3	1	0	2	0	0	1
ENSG00000221042	ENSG00000221042	2	2	0	1	3	0
ENSG00000221043	U3	0	0	0	0	1	2
ENSG00000221044	U3	0	0	0	1	0	0
ENSG00000221046	RNU6ATAC38P	0	0	0	0	0	1.022
ENSG00000221052	MIR1266	1	0	0	0	0	0
ENSG00000221055	MIR1302-3	0	0	0	0	0	0
ENSG00000221059	RNU6ATAC6P	0	0	0	0	0	0
ENSG00000221060	ENSG00000221060	0	0	0	0	0	0
ENSG00000221063	MIR1296	0	0	0	0	0	0
ENSG00000221065	MIR1233-2	0	0	0	0	0	0
ENSG00000221066	SNORD111	6	9	17	19	51	55
ENSG00000221081	MIR320D2	0	0	0	0	0	0
ENSG00000221083	ENSG00000221083	0	0	0	0	0	0
ENSG00000221091	MIR1302-5	0	0	0	0	0	0
ENSG00000221093	ENSG00000221093	0	0	0	6.999	0	1
ENSG00000221102	SNORA11B	0	0	0	0	0	0
ENSG00000221114	RNU6ATAC30P	0	0	0	0	0	0
ENSG00000221116	SNORD110	14.9	20.921	13.965	66.882	123.903	79.963
ENSG00000221120	MIR1224	0	0	0	0	0	0
ENSG00000221125	U3	0	0	0	0	0	0
ENSG00000221139	ENSG00000221139	0	0	0	0	0	0
ENSG00000221148	ENSG00000221148	0	0	0	3	5	0
ENSG00000221164	SNORA11F	0	1	0	0	0	0
ENSG00000221176	MIR1207	0	0	0	0	0	0
ENSG00000221184	ENSG00000221184	0	0	0	0	0	0
ENSG00000221187	MIR548M	0	0	0	0	0	0
ENSG00000221190	MIR1184-2	0	0	0	0	0	0.667
ENSG00000221200	MIR1253	0	0	0	0	0	0
ENSG00000221203	MIR1262	0	0	0	0	0	0
ENSG00000221206	RNU6ATAC15P	0	0	0	0	0	0
ENSG00000221214	MIR548E	0	0	0	0	0	0
ENSG00000221216	RNU6ATAC27P	0	0	0	0	0	0
ENSG00000221227	MIR1305	0	0	0	0	0	0
ENSG00000221230	MIR548L	0	0	0	0	0	0
ENSG00000221238	MIR1285-2	0	0	0	0	0	0
ENSG00000221240	MIR1258	0	0	0	0	0	0
ENSG00000221241	SNORD88A	2	2	0	6	8	11
ENSG00000221245	ENSG00000221245	0	0	0	3	0	1
ENSG00000221251	MIR1263	0	0	0	0	0	0
ENSG00000221255	RNU6ATAC37P	0	1.038	0	0	0	0
ENSG00000221261	MIR1208	0	0	0	2	0	0
ENSG00000221263	MIR548P	0	0	0	0	0	0
ENSG00000221264	MIR1284	0	0	0	0	0	0
ENSG00000221265	MIR1255A	0	0	0	0	0	0
ENSG00000221269	MIR1302-8	0	0	0	0	0	0
ENSG00000221273	MIR1237	0	1	0	1.11	1	2
ENSG00000221275	MIR548I2	1	0.741	0	1	2	0
ENSG00000221287	MIR1289-2	0	0	0	0	0	0
ENSG00000221288	MIR663B	1	3	0	3.57	3	2
ENSG00000221296	MIR548T	0	0	0	0	0	0
ENSG00000221300	ENSG00000221300	0	0	0	0	0	0
ENSG00000221303	SNORA79	10	22	17	74	85	87
ENSG00000221305	MIR548I3	0	2.65	4	0	3.763	2.624
ENSG00000221325	MIR1200	0	1	0	1	0	0
ENSG00000221331	MIR548Q	0	0	0	0	0	0
ENSG00000221332	U3	3	0	0	1	0	5
ENSG00000221333	MIR548K	0	0	0	0	0	0
ENSG00000221340	RNU6ATAC18P	2	0	0	1	0	0
ENSG00000221345	U3	0	0	0	0	0	0
ENSG00000221348	MIR548F5	0	0	2	0	0	0
ENSG00000221355	MIR1288	0	0	0	0	0	0
ENSG00000221363	RNU6ATAC20P	1	0	0	0	0	0
ENSG00000221365	MIR1228	0	0	0	0	0	0
ENSG00000221369	MIR548G	0	0	0	0	0	0
ENSG00000221371	MIR1265	2	7	2	0	3	1
ENSG00000221375	RNU6ATAC23P	0	0	0	1	0	0
ENSG00000221381	SNORD88B	0	0	0	2.864	1.365	1.98
ENSG00000221387	RNU6ATAC8P	0	1	0	0	0	1
ENSG00000221390	MIR1295A	0	0	0	0	0	0
ENSG00000221393	MIR1302-6	0	0	0	0	0	0
ENSG00000221394	MIR1229	0	0	0	0	0	0
ENSG00000221398	ENSG00000221398	0	0	0	0	0	0
ENSG00000221400	SNORD3J	0	2	1	4	4	6
ENSG00000221406	MIR320B2	1	0	0	0	1	0
ENSG00000221410	MIR1238	0	1	0	0	0	0
ENSG00000221411	MIR1227	0	0	0	0	0	0
ENSG00000221420	SNORA81	0	7.817	0	56.867	29.11	40.971
ENSG00000221421	MIR1283-1	0	0	0	0	0	0
ENSG00000221430	MIR1294	0	0	0	0	0	0
ENSG00000221436	MIR548F3	0	0	0	0	0	0
ENSG00000221439	RNU4ATAC16P	0	0	0	0	0	0
ENSG00000221440	RNU6ATAC31P	0	0	0	0	0	0
ENSG00000221442	MIR548F4	0	0	0	0	0	0
ENSG00000221445	MIR1301	0	1	0	0	0	0
ENSG00000221455	U3	0	0	0	0	0	0
ENSG00000221456	MIR1202	0	0	0	0	0	0
ENSG00000221459	SNORA11C	0	0	0	0	0	0
ENSG00000221461	U3	0	1	1	1	1	1
ENSG00000221463	MIR1277	0	0	0	0	0	0
ENSG00000221464	MIR1271	0	0	0	0	0	0
ENSG00000221466	MIR548AJ2	0	0	0	0	0	0
ENSG00000221468	RNU6ATAC11P	0	0	0	0	0	0
ENSG00000221475	SNORA11D	0.811	0	0	0.464	0	2.821
ENSG00000221476	MIR1827	0	0	0	0	0	0
ENSG00000221479	MIR1251	0	0	0	0	0	0
ENSG00000221491	SNORA2C	3	4	1	14	10	21
ENSG00000221493	MIR320C1	2	3	2	0	2	0
ENSG00000221494	MIR548I4	0	0	0	0	0	0
ENSG00000221496	U3	0	0	0	1.082	0	2
ENSG00000221498	ENSG00000221498	0	0	3	1	2	0
ENSG00000221500	SNORD100	0	0	1	0	1	0
ENSG00000221502	MIR1245A	0	0	0	3	0	0
